Unique_Identifier,Collection_Name,ISO_Code,Painting_Title,Painting_Description,Date_Painted_Start,Date_Painted_End,Artist_Name_INPUT,Artist_Dates_INPUT,Category,Tags,Painting_Title_Capitals
TWW0000002693,Chris Beetles Gallery,ENG,"The Crossing, Hyde Park Corner",,1894,1894,Rose Barton,1865-1929,People & Society,"parks,roads,horse-drawn,people,buildings","The Crossing, Hyde Park Corner"
TWW0000002694,Chris Beetles Gallery,ENG,Kensington Gardens,,1893,1893,Rose Barton,1865-1929,People & Society,"gardens,lakes,religious buildings,people",Kensington Gardens
TWW0000002695,Chris Beetles Gallery,ENG,The Row in the Morning,,1892,1892,Rose Barton,1865-1929,People & Society,"parks,people,trees,flowers",The Row Morning
TWW0000002696,Chris Beetles Gallery,ENG,The Royal Exchange,,1894,1894,Rose Barton,1865-1929,People & Society,"monuments,government buildings,buildings,horse-drawn,people,roads",The Royal Exchange
TWW0000002697,Chris Beetles Gallery,ENG,Grosvenor Place on a Wet Day,,1891,1891,Rose Barton,1865-1929,Travel & Transport,"buildings,parks,roads,horse-drawn",Grosvenor Place Wet Day
TWW0000002698,Chris Beetles Gallery,ENG,"Winter Evening, Dublin",,1891,1891,Rose Barton,1865-1929,Travel & Transport,"trees,horse-drawn,roads","Winter Evening, Dublin"
TWW0000002699,Chris Beetles Gallery,ENG,The Welcome,,1887,1887,Rose Barton,1865-1929,People & Society,"people,domestic life,residential buildings,flowers",The Welcome
TWW0000002700,Chris Beetles Gallery,ENG,Big Ben,,1884,1884,Rose Barton,1865-1929,Travel & Transport,"religious buildings,roads,horse-drawn,buildings",Big Ben
TWW0000002701,Chris Beetles Gallery,ENG,"In Kensington Gardens, Looking Towards the Fountains",,1893,1893,Rose Barton,1865-1929,People & Society,"gardens,lakes,birds,religious buildings,people,leisure","In Kensington Gardens, Looking Towards Fountains"
TWW0000002702,Chris Beetles Gallery,ENG,Old Chelsea Church,,1902,1902,Rose Barton,1865-1929,Buildings & Architecture,"religious buildings,buildings,roads,people,horse-drawn",Old Chelsea Church
TWW0000000477,Art Gallery of Ontario,ENG,"Noah's Ark on Mount Ararat, a Camel Train outside the City of Yerevan in the Foreground",,1690,1690,Lambert Doomer,1622-1700,Landscapes & Seascapes,"mammals,travel,trade,townscapes,mountains","Noah's Ark Mount Ararat, Camel Train City Yerevan Foreground"
TWW0000000478,Art Gallery of Ontario,ENG,Dutch Fishing Vessels near the French Coast,,1825,1825,Richard Parkes Bonington,1802-1828,Landscapes & Seascapes,"fishing,boats",Dutch Fishing Vessels French Coast
TWW0000000479,Art Gallery of Ontario,ENG,Extensive View of Niagara Falls from Above,,1865,1865,Washington F. Friend,1820-1886,Landscapes & Seascapes,"rivers,waterfalls,townscapes",Extensive View Niagara Falls Above
TWW0000000480,Art Gallery of Ontario,ENG,Extensive View of Niagara Falls from Below,,1865,1865,Washington F. Friend,1820-1886,Landscapes & Seascapes,"rivers,waterfalls",Extensive View Niagara Falls Below
TWW0000000481,Art Institute of Chicago,ENG,Anti-Slavery picnic at Weymouth Landing,,1845,1845,Susan Torrey Merritt,1826-1879,People & Society,"people,politics,leisure,festivals,slavery",Anti-Slavery Weymouth Landing
TWW0000000482,Ashmolean Museum,ENG,"A November Rainbow, Dolwyddelan Valley",,1866,1866,Alfred William Hunt,1830-1896,Landscapes & Seascapes,"rivers,hills,valleys,towers,ruins,streams","A November Rainbow, Dolwyddelan Valley"
TWW0000000483,Ashmolean Museum,ENG,Durham from the Red Hills,,1880,1880,Alfred William Hunt,1830-1896,Landscapes & Seascapes,"hills,townscapes,religious buildings",Durham Red Hills
TWW0000000484,Ashmolean Museum,ENG,Harlech,,1862,1862,Alfred William Hunt,1830-1896,Landscapes & Seascapes,"castles,coasts,seascapes,beaches",Harlech
TWW0000000485,Ashmolean Museum,ENG,"Holy Island Castle, Northumbria",,1882,1882,Alfred William Hunt,1830-1896,Landscapes & Seascapes,"castles,coasts,buildings,seascapes,beaches,boats,hills","Holy Island Castle, Northumbria"
TWW0000000486,Ashmolean Museum,ENG,Pass of Llanberis,,1853,1853,Alfred William Hunt,1830-1896,Landscapes & Seascapes,"mountains,valleys,cliffs",Pass Llanberis
TWW0000000487,Ashmolean Museum,ENG,Welsh Landscape,,1858,1858,Alfred William Hunt,1830-1896,Landscapes & Seascapes,"mountains,cliffs,streams",Welsh Landscape
TWW0000000488,Ashmolean Museum,ENG,Harlech Castle,,1857,1857,Alfred William Hunt,1830-1896,Buildings & Architecture,"castles,coasts,landscapes",Harlech Castle
TWW0000000489,Ashmolean Museum,ENG,Mont Saint-Michel: The Outer Gate,,1876,1876,Alfred William Hunt,1830-1896,Buildings & Architecture,"castles,religious buildings,islands,beaches",Mont Saint-Michel: The Outer Gate
TWW0000000490,Ashmolean Museum,ENG,Mont Saint-Michel: The Walls and Bastions,,1876,1876,Alfred William Hunt,1830-1896,Buildings & Architecture,"castles,religious buildings,islands",Mont Saint-Michel: The Walls Bastions
TWW0000009647,Rijksmuseum,ENG,Kasteel IJzendoorn in de Betuwe,Ijzendoorn Castle in Betuwe.,1756,1815,Jacob van Strij,1756-1815,Buildings & Architecture,"castles,residential buildings,roads,people",Kasteel IJzendoorn Betuwe
TWW0000009648,Rijksmuseum,NLD,Oude boerderij aan een rivier,"Old farm on a river. 

Oude boerderij aan een rivier, Jacob van Strij, 1790-1810.",1756,1815,Jacob van Strij,1756-1815,Buildings & Architecture,"trees,residential buildings,farms",Oude
TWW0000009649,Rijksmuseum,NLD,Het oude stadhuis te Amsterdam,"The Old City Hall in Amsterdam. 

Het oude stadhuis te Amsterdam, Jacobus Buys, after Pieter Jansz. Saenredam, 1791. Gezicht op het oude stadhuis aan de Dam te Amsterdam. In de galerij van de vierschaar en voor het gebouw enkele personen. Rechts enkele winkeltjes.",1791,1791,Jacobus Buys,1724-1801,Buildings & Architecture,"shops,religious buildings,public spaces,government buildings,trade,towers,residential buildings,roads",Het Amsterdam
TWW0000009651,Rijksmuseum,NLD,Gezicht op de Leusdense weg naar Amersfoort,"View of the Leusdense road to Amersfoort. 

Gezicht op de Leusdense weg naar Amersfoort, Jacob van Liender, 1706-1759.",1696,1759,Jacobus van Liender,1696-1759,Landscapes & Seascapes,"villages,windmills,forests",Gezicht Leusdense Amersfoort
TWW0000009652,Rijksmuseum,NLD,Herders met kudde in bosrijk landschap,"Shepherds with herd in wooded countryside. 

Herders met kudde in bosrijk landschap, Jacob van Liender, 1706-1759.",1696,1759,Jacobus van Liender,1696-1759,Landscapes & Seascapes,"forests,rivers,huts,sheep",Herders
TWW0000009653,Rijksmuseum,ENG,Herders met kudde in bosrijk landschap,Shepherds with herd in wooded countryside.,1706,1759,Jacobus van Liender,1696-1759,Industries & Professions,"trees,forests,agriculture,sheep,professions,transport",Herders
TWW0000009654,Rijksmuseum,ENG,De sluis bij de Grebbe tussen Rhenen en Wageninge,"Additional Artists: [Paulus van Liender (1731-1797)]

The lock at the Grebbe between Rhenen and Wageninge.",1749,1749,Jacobus van Liender,1696-1759,Buildings & Architecture,"bridges,boats,canals,rivers,residential buildings,roads",De Grebbe Rhenen Wageninge
TWW0000009655,Rijksmuseum,ENG,Gezicht op Asperen met de stadsmuren en de kerktoren,"View of Asperen with the town walls and church towers. 

Inscription: â€˜J. Versteegh del ad vivâ€™.",1745,1795,Jacobus Versteegen,1735-1795,Buildings & Architecture,"rivers,roads,horses,travel,people,fishing,towers,religious buildings,bridges,boats,townscapes,landscapes",Gezicht Asperen
TWW0000009656,Rijksmuseum,ENG,Boerenschuur bij een vaart aan een boszoom,Farm shed and a path to a forest clearing.,1745,1795,Jacobus Versteegen,1735-1795,Landscapes & Seascapes,"people,boats,streams,huts,farms",Boerenschuur
TWW0000009657,Rijksmuseum,ENG,Het Jobs-gasthuis te Utrecht,The Jobs Guest House in Utrecht.,1745,1795,Jacobus Versteegen,1735-1795,Buildings & Architecture,"roads,residential buildings,horses,travel",Het Jobs-gasthuis Utrecht
TWW0000009660,Rijksmuseum,NLD,Gezicht op de bibliotheek van de abdij Sainte-Geneviève te Parijs,"View of the Library from the Abbey of St. Genevieve in Paris. 

Gezicht op de bibliotheek van de abdij Sainte-GeneviÃ¨ve te Parijs, Jacques Gabriel Huquier, 1735 - 1805. In de bibliotheek loopt een aantal reguliere kanunniken. Genummerd: 5.",1735,1805,Jacques Gabriel Huquier,1725-1805,Buildings & Architecture,"religious buildings,interiors,people",Gezicht Sainte-Geneviève Parijs
TWW0000002535,Chris Beetles Gallery,ENG,"Cottage near Paignton, Devon",,1848,1926,Helen Allingham,1848-1926,Buildings & Architecture,"residential buildings,gardens,farms","Cottage Paignton, Devon"
TWW0000002536,Chris Beetles Gallery,ENG,Old Farm at Pinner,,1848,1926,Helen Allingham,1848-1926,Buildings & Architecture,"residential buildings,gardens,farms",Old Farm Pinner
TWW0000002537,Chris Beetles Gallery,ENG,"At Wroughton, Wiltshire",,1848,1926,Helen Allingham,1848-1926,Buildings & Architecture,"residential buildings,gardens,farms","At Wroughton, Wiltshire"
TWW0000002538,Chris Beetles Gallery,ENG,"Old Cottage at Freshwater, Isle of Wight",,1848,1926,Helen Allingham,1848-1926,Buildings & Architecture,"residential buildings,gardens,farms","Old Cottage Freshwater, Isle Wight"
TWW0000002539,Chris Beetles Gallery,ENG,"Valewood Farm, under Blackdown, Surrey",,1848,1926,Helen Allingham,1848-1926,Buildings & Architecture,"residential buildings,gardens,farms","Valewood Farm, Blackdown, Surrey"
TWW0000002540,Chris Beetles Gallery,ENG,"A Quiet Street, Jerusalem",,1897,1897,Henry Andrew Harper,1835-1900,Buildings & Architecture,"public spaces,roads,leisure","A Quiet Street, Jerusalem"
TWW0000002541,Chris Beetles Gallery,ENG,The Frozen Pump,,1880,1880,Henry Benjamin Roberts,1831-1915,People & Society,"ice,people,domestic life",The Frozen Pump
TWW0000002542,Chris Beetles Gallery,ENG,"Near the Duomo, Florence",,1878,1878,Henry Roderick Newman,1833-1918,Buildings & Architecture,"religious buildings,residential buildings","Near Duomo, Florence"
TWW0000002543,Chris Beetles Gallery,ENG,Ducks on a Meandering River,,1900,1900,Henry Sylvester Stannard,1870-1951,Landscapes & Seascapes,"rivers,birds,ducks,buildings,trees",Ducks Meandering River
TWW0000002544,Chris Beetles Gallery,ENG,"A Winter's Day, Westminster",,1841,1913,Herbert Menzies Marshall,1841-1913,People & Society,"bridges,roads,horse-drawn","A Winter's Day, Westminster"
TWW0000002545,Chris Beetles Gallery,ENG,Twilight from Lambeth Bridge,,1841,1913,Herbert Menzies Marshall,1841-1913,Buildings & Architecture,"industries,travel,transport,government buildings,rivers",Twilight Lambeth Bridge
TWW0000002546,Chris Beetles Gallery,ENG,Sunset on The Thames,,1890,1890,Herbert Menzies Marshall,1841-1913,Landscapes & Seascapes,"rivers,boats,bridges,cityscapes",Sunset The Thames
TWW0000002547,Chris Beetles Gallery,ENG,Chelsea Old Church,,1895,1895,Herbert Menzies Marshall,1841-1913,Buildings & Architecture,"religious buildings,rivers,boats,roads,cityscapes",Chelsea Old Church
TWW0000002548,Chris Beetles Gallery,ENG,"Smithfield, London",,1904,1904,Herbert Menzies Marshall,1841-1913,Buildings & Architecture,"roads,religious buildings,horse-drawn","Smithfield, London"
TWW0000001555,Bristol Museum & Art Gallery,ENG,Foster's Almshouses,,1820,1820,Hugh O'Neill,1784-1824,Buildings & Architecture,"roads,public spaces",Foster's Almshouses
TWW0000001556,Bristol Museum & Art Gallery,ENG,West entrance to St. Peter's Church,,1820,1820,Hugh O'Neill,1784-1824,Buildings & Architecture,religious buildings,West St. Peter's Church
TWW0000001557,Bristol Museum & Art Gallery,ENG,Part of St. Peter's Church and Kitchen of Mint,,1820,1820,Hugh O'Neill,1784-1824,Buildings & Architecture,religious buildings,Part St. Peter's Church Kitchen Mint
TWW0000001558,Bristol Museum & Art Gallery,ENG,Entrance from Peter Street to Mint,,1820,1820,Hugh O'Neill,1784-1824,Buildings & Architecture,"roads,residential buildings,public spaces",Entrance Peter Street Mint
TWW0000001559,Bristol Museum & Art Gallery,ENG,Exterior of the Mint,,1820,1820,Hugh O'Neill,1784-1824,Buildings & Architecture,"government buildings,roads",Exterior Mint
TWW0000001560,Bristol Museum & Art Gallery,ENG,"Canon's Marsh with Bristol Cathedral, and Brandon Hill in Distance",,1890,1890,J. L. Diplock,,Buildings & Architecture,"boats,rivers,ports,factories,religious buildings,industries","Canon's Marsh Bristol Cathedral, Brandon Hill Distance"
TWW0000001561,Bristol Museum & Art Gallery,ENG,"A View of Clifton, the New Hotwell House and Avon Gorge",,1833,1833,James Baker Pyne,1800-1870,Landscapes & Seascapes,"cityscapes,residential buildings,boats,ports,rivers","A View Clifton, New Hotwell House Avon Gorge"
TWW0000001562,Bristol Museum & Art Gallery,ENG,Bristol Riots: The Burning of Lawford's Gate Prison,,1831,1831,James Baker Pyne,1800-1870,Buildings & Architecture,"disasters,death,people,society,ruins,historical events,government buildings",Bristol Riots: The Burning Lawford's Gate Prison
TWW0000001563,Bristol Museum & Art Gallery,ENG,Ruins of the Mansion House and Custom House in Queen Square after the Riots,,1800,1870,James Baker Pyne,1800-1870,Buildings & Architecture,"residential buildings,townscapes,industries,professions,ruins",Ruins Mansion House Custom House Queen Square Riots
TWW0000001564,Bristol Museum & Art Gallery,ENG,"West Side of Queen Square, after the Riots",,1800,1870,James Baker Pyne,1800-1870,People & Society,"buildings,architecture","West Side Queen Square, Riots"
TWW0000001565,Bristol Museum & Art Gallery,ENG,Manilla Hall From Leigh Woods,,1794,1879,James Bulwer,1794-1879,Landscapes & Seascapes,"stately homes,forests",Manilla Hall From Leigh Woods
TWW0000001566,Bristol Museum & Art Gallery,ENG,View of Stanton Drew,,1794,1879,James Bulwer,1794-1879,Landscapes & Seascapes,"fields,monuments",View Stanton Drew
TWW0000001567,Bristol Museum & Art Gallery,ENG,Dover Castle,,1818,1818,James Bulwer,1794-1879,Buildings & Architecture,"castles,landscapes,hills",Dover Castle
TWW0000001568,Bristol Museum & Art Gallery,ENG,The Floriculturalist,,1860,1860,James Hardy Jnr.,1832-1889,People & Society,"domestic life,people,flowers",The Floriculturalist
TWW0000026789,Private Collection,ENG,At the back of the Croft,,1801,1900,Unknown Artist,,Buildings & Architecture,"buildings,towers,trees",At Croft
TWW0000005321,Guy Peppiatt Fine Art,ENG,View of Derwentwater,Watercolour over pencil. This is a view looking south down Derwentwater from Castlerigg with Walla Crag to the left and Maiden Moor. De Wint was a frequent visitor to the Lake District in the 1830s and 1840s. He often stayed with the Howard family at Levens Hall and the Lonsdales at Lowther Castle.,1784,1849,Peter De Wint,1784-1849,Landscapes & Seascapes,"parks,lakes,people",View Derwentwater
TWW0000005322,Guy Peppiatt Fine Art,ENG,A House at Tonbridge,,1784,1849,Peter De Wint,1784-1849,Buildings & Architecture,"residential buildings,buildings,gardens",A House Tonbridge
TWW0000005323,Guy Peppiatt Fine Art,ENG,Llandaff Cathedral,Watercolour over pencil heightened with scratching out and stopping out on wove paper watermarked: WHATMAN 1829.,1829,1829,Peter De Wint,1784-1849,Buildings & Architecture,"religious buildings,rivers,residential buildings",Llandaff Cathedral
TWW0000005324,Guy Peppiatt Fine Art,ENG,Warwick Castle from the River Avon,,1784,1849,Peter De Wint,1784-1849,Buildings & Architecture,"castles,rivers,parks",Warwick Castle River Avon
TWW0000005325,Guy Peppiatt Fine Art,ENG,"A Farm Cottage, Methley","Brown washes over pencil. A larger, coloured version of this watercolour was sold at Christie's on 15th November 1983, lot 246. Methley is now part of the city of Leeds, south-east of the centre.",1784,1849,Peter De Wint,1784-1849,Buildings & Architecture,"farms,residential buildings,roads,agriculture,horse-drawn","A Farm Cottage, Methley"
TWW0000005326,Guy Peppiatt Fine Art,ENG,View of Exeter from across the Exe,,1848,1848,Peter De Wint,1784-1849,Landscapes & Seascapes,"cityscapes,rivers,religious buildings,boats",View Exeter Exe
TWW0000005327,Guy Peppiatt Fine Art,ENG,Leathley Church on the River Wharfe,"Watercolour over pencil. Leathley is a small village one mile north east of Otley in North Yorkshire near the border with West Yorkshire. This is a view taken from the north looking down the river Wharfe with theÂ  Norman tower of Leathley church visible on the hill to the left. 
De Wint was a frequent visitor to his patron (and Turnerâ€™s) Walter Fawkes (1769-1825) of Farnley Hall, which was only a few miles from Leathley. A nineteenth century biography records a visit: `Bolton Abbey he visited many timesâ€¦.. He first saw it in 1814 when he went to Farnley Hall on a visit to Mr Fawkesâ€™ (Sir Walter Fawkes, Memoir of Peter De Wint, 1888). Stylistically this dates from circa 1820.",1820,1820,Peter De Wint,1784-1849,Landscapes & Seascapes,"rivers,streams,cliffs,landscapes",Leathley Church River Wharfe
